node_id,mse_15min,mae_15min,mape_15min,mse_30min,mae_30min,mape_30min,mse_60min,mae_60min,mape_60min
0,24.735931396484375,2.3077995777130127,0.05786352977156639,37.45289611816406,2.72774338722229,0.06941650062799454,52.82221603393555,3.2363240718841553,0.0810178816318512
1,7.7693705558776855,1.6543785333633423,0.02803713269531727,8.098475456237793,1.6929209232330322,0.02883554808795452,8.411916732788086,1.8031858205795288,0.03046615794301033
2,14.539594650268555,2.033254384994507,0.04125656560063362,19.46200180053711,2.2420883178710938,0.04555137827992439,36.773502349853516,2.695672035217285,0.052057597786188126
3,25.288942337036133,3.0144100189208984,0.07598668336868286,33.396575927734375,3.5164759159088135,0.09048470109701157,44.557918548583984,4.23967170715332,0.10966600477695465
4,40.43583297729492,4.434749603271484,0.12483491748571396,51.53927230834961,4.951848030090332,0.1455942839384079,73.67317962646484,5.992584705352783,0.17497161030769348
5,41.03436279296875,4.013429641723633,0.0954015925526619,52.264312744140625,4.669673919677734,0.11314604431390762,69.65547943115234,5.624236106872559,0.13490135967731476
6,28.02061653137207,3.0429370403289795,0.07001011818647385,37.04240798950195,3.4958276748657227,0.08345146477222443,48.33735656738281,4.189530372619629,0.1004410982131958
7,5.7699103355407715,1.6796735525131226,0.02717559225857258,5.8795647621154785,1.7140240669250488,0.027707282453775406,6.258795261383057,1.7971915006637573,0.02896895445883274
8,26.100360870361328,2.6947081089019775,0.06689368188381195,43.50767517089844,3.167814016342163,0.08947094529867172,58.5343132019043,3.625837564468384,0.10979805141687393
9,46.775264739990234,3.347226142883301,0.10199253261089325,83.39932250976562,4.330965995788574,0.13987691700458527,149.6929168701172,5.9463629722595215,0.19919072091579437
10,10.103025436401367,2.098226308822632,0.036762986332178116,11.43354606628418,2.268134593963623,0.03966778889298439,13.584312438964844,2.616483449935913,0.04520305618643761
11,6.797771453857422,1.6407415866851807,0.027132967486977577,7.764970779418945,1.7403864860534668,0.02888382412493229,8.436800003051758,1.8634889125823975,0.030731676146388054
12,50.334651947021484,3.563941240310669,0.14699681103229523,89.39752960205078,4.724191665649414,0.19346782565116882,150.99771118164062,6.374022006988525,0.24798168241977692
13,23.334930419921875,2.3332059383392334,0.0492064505815506,32.5714111328125,2.662349224090576,0.059543006122112274,42.91917037963867,3.0427567958831787,0.06927095353603363
14,45.10738754272461,4.082364082336426,0.09719157963991165,74.26002502441406,4.863250255584717,0.12709222733974457,139.24258422851562,6.3948163986206055,0.19611074030399323
15,39.10828399658203,4.2443318367004395,0.11100135743618011,52.22365188598633,4.878799915313721,0.1299910992383957,77.24357604980469,5.9951491355896,0.15745672583580017
16,9.021985054016113,1.8683140277862549,0.06932810693979263,11.587191581726074,2.144688129425049,0.07985730469226837,14.093374252319336,2.6980221271514893,0.09498555213212967
17,30.770444869995117,3.127772808074951,0.07252544909715652,42.770118713378906,3.6751036643981934,0.0882483720779419,56.09326934814453,4.347570419311523,0.10339633375406265
18,12.382979393005371,2.4796597957611084,0.0477156937122345,13.358179092407227,2.575774908065796,0.04951896518468857,15.409714698791504,2.7849645614624023,0.05341915041208267
19,16.28738021850586,2.4942028522491455,0.05218547210097313,20.21327018737793,2.739142417907715,0.058435533195734024,27.712297439575195,3.149710178375244,0.06745724380016327
20,29.348543167114258,2.623802900314331,0.06370411068201065,47.089725494384766,3.207787275314331,0.08409550040960312,67.54412078857422,3.825279474258423,0.1054462417960167
21,11.812739372253418,2.304201602935791,0.040896087884902954,12.529505729675293,2.3633012771606445,0.04190893843770027,13.799969673156738,2.510613441467285,0.04441942647099495
22,17.116100311279297,2.5920727252960205,0.0699390321969986,26.065811157226562,3.118971347808838,0.08787496387958527,40.43348693847656,4.047231197357178,0.11445353925228119
23,78.99594116210938,4.451205730438232,0.1698489934206009,113.52169036865234,5.504846096038818,0.23847873508930206,159.5749053955078,7.047318935394287,0.32981282472610474
24,17.21271514892578,2.4150285720825195,0.045455411076545715,18.308557510375977,2.51098895072937,0.04750123620033264,22.433517456054688,2.7825357913970947,0.05263635888695717
25,64.2892074584961,5.22469425201416,0.13426601886749268,85.9361801147461,6.007138729095459,0.16068263351917267,124.72645568847656,7.231678009033203,0.20449988543987274
26,47.34242248535156,4.236489772796631,0.12297138571739197,58.04707336425781,4.693405628204346,0.14206141233444214,66.99730682373047,5.26475191116333,0.15943282842636108
27,5.482703685760498,1.6337287425994873,0.027194762602448463,5.610640525817871,1.6448394060134888,0.027395125478506088,6.043087005615234,1.7548271417617798,0.02910180203616619
28,15.706868171691895,1.9628925323486328,0.03710731491446495,26.124019622802734,2.3271138668060303,0.04562653601169586,53.99382019042969,3.0359485149383545,0.058639559894800186
29,24.34918785095215,2.4983325004577637,0.10455510020256042,37.987876892089844,3.184633493423462,0.14297229051589966,71.01669311523438,4.693601131439209,0.2151319682598114
30,29.45693588256836,3.561967611312866,0.07542702555656433,33.72008514404297,3.7256948947906494,0.08266682177782059,37.47429656982422,3.978823661804199,0.08925427496433258
31,8.647509574890137,1.773439884185791,0.029034104198217392,9.23129940032959,1.8402833938598633,0.03015254996716976,9.760246276855469,1.9360133409500122,0.03157263994216919
32,19.534963607788086,2.5562937259674072,0.048648588359355927,31.023605346679688,3.0193870067596436,0.061086077243089676,49.02759552001953,3.709388494491577,0.07941854000091553
33,22.073596954345703,2.9038450717926025,0.062301184982061386,29.48502540588379,3.2713992595672607,0.07236914336681366,41.531822204589844,3.9657299518585205,0.08814846724271774
34,26.67276382446289,2.602936029434204,0.05315104499459267,39.569889068603516,3.066664695739746,0.0625135749578476,61.3030891418457,3.724600315093994,0.07437313348054886
35,12.417441368103027,2.3781769275665283,0.0423203743994236,13.130769729614258,2.441204309463501,0.04338287189602852,14.700429916381836,2.6154990196228027,0.04626886546611786
36,28.21363067626953,2.473071813583374,0.05495961010456085,35.30267333984375,2.721888542175293,0.0644301027059555,35.75437545776367,2.9105403423309326,0.06763356924057007
37,19.53860855102539,2.343215227127075,0.05035848543047905,26.32478141784668,2.6600892543792725,0.0582493357360363,35.84263229370117,3.108394145965576,0.06734594702720642
38,96.41907501220703,5.637016773223877,0.18577362596988678,144.02479553222656,7.150878429412842,0.2492312639951706,201.42771911621094,9.126080513000488,0.32433459162712097
39,15.598697662353516,2.430952310562134,0.04977769777178764,18.539356231689453,2.639312744140625,0.05417218059301376,25.079063415527344,3.028132438659668,0.061835356056690216
40,20.68398666381836,2.364790439605713,0.0547083355486393,29.76643943786621,2.721435546875,0.06527024507522583,40.556129455566406,3.1895532608032227,0.07595914602279663
41,25.134620666503906,3.0092177391052246,0.06373909115791321,36.76133346557617,3.66198992729187,0.07793537527322769,58.42255401611328,4.707870960235596,0.10036740452051163
42,31.63654327392578,3.0335183143615723,0.06309619545936584,35.798824310302734,3.285856008529663,0.06791415065526962,43.032020568847656,3.6543054580688477,0.07427877932786942
43,43.458892822265625,3.4575986862182617,0.10875201970338821,78.62960815429688,4.535583972930908,0.14793862402439117,126.15795135498047,6.048605918884277,0.20472575724124908
44,11.404094696044922,1.6655853986740112,0.03549458459019661,16.261056900024414,1.745632529258728,0.04371409863233566,17.41176986694336,1.8560951948165894,0.04624803364276886
45,11.447431564331055,1.7967365980148315,0.03512488305568695,13.652533531188965,1.849997878074646,0.037027958780527115,13.927345275878906,1.9061503410339355,0.0378861166536808
46,7.612839221954346,1.8741661310195923,0.03180645406246185,7.554582118988037,1.8821073770523071,0.03194613754749298,8.315492630004883,1.9988203048706055,0.033814989030361176
47,37.788631439208984,4.004804611206055,0.09802144765853882,50.74863815307617,4.629893779754639,0.11144606024026871,71.99748229980469,5.521105766296387,0.12841588258743286
48,44.506309509277344,3.7724902629852295,0.10307547450065613,71.46012115478516,4.876319408416748,0.13951553404331207,106.77729034423828,6.297651290893555,0.1837998628616333
49,29.44871711730957,2.9834301471710205,0.06221549212932587,37.339866638183594,3.318120241165161,0.07143017649650574,44.95276641845703,3.6663336753845215,0.08045550435781479
50,12.168960571289062,2.404927968978882,0.0431809164583683,12.838271141052246,2.4711549282073975,0.044295534491539,14.193526268005371,2.6174075603485107,0.04681430757045746
51,43.22242736816406,4.747285842895508,0.11609454452991486,52.770774841308594,5.205327987670898,0.1304178237915039,63.83464050292969,5.662758827209473,0.14446794986724854
52,47.343238830566406,3.9299657344818115,0.0974704846739769,63.25221633911133,4.661255836486816,0.11556928604841232,90.52337646484375,5.801595211029053,0.13614484667778015
53,24.604524612426758,3.4357948303222656,0.06965193897485733,28.469566345214844,3.6890907287597656,0.07524130493402481,33.43791198730469,4.044102668762207,0.08185373991727829
54,20.918737411499023,2.683527946472168,0.0603574737906456,29.096097946166992,3.022552251815796,0.06944974511861801,39.75362014770508,3.4661407470703125,0.07911819964647293
55,6.043415069580078,1.6703004837036133,0.02835194393992424,6.124703884124756,1.688377022743225,0.02866317704319954,6.434596061706543,1.768268346786499,0.029880378395318985
56,62.74587631225586,4.6751861572265625,0.16644488275051117,78.4551010131836,5.500422477722168,0.19811147451400757,96.90885925292969,6.633951187133789,0.23251892626285553
57,12.010021209716797,2.0777995586395264,0.04655515402555466,16.373733520507812,2.3733084201812744,0.052969127893447876,25.2049503326416,2.8990185260772705,0.06369186192750931
58,30.20099639892578,3.2909839153289795,0.06990873068571091,38.03937911987305,3.637580633163452,0.07889468967914581,46.67459487915039,4.03444766998291,0.08907853066921234
59,16.57600975036621,2.3092262744903564,0.04625123366713524,27.64821434020996,2.696382999420166,0.05724256858229637,40.131744384765625,3.164381265640259,0.06990521401166916
60,45.73805236816406,4.103664875030518,0.11540224403142929,60.31370162963867,4.776018142700195,0.13237857818603516,76.73700714111328,5.398838520050049,0.14604975283145905
61,97.90804290771484,5.055897235870361,0.19113469123840332,153.0323486328125,6.356652736663818,0.2530282437801361,202.59893798828125,7.553455352783203,0.3067735731601715
62,79.65361022949219,5.110689163208008,0.17170743644237518,103.85945129394531,5.6288604736328125,0.2030126005411148,119.05378723144531,6.043429851531982,0.22336088120937347
63,50.054168701171875,4.228255271911621,0.11145974695682526,70.70481872558594,5.074168682098389,0.13242541253566742,98.12517547607422,6.1509928703308105,0.15959936380386353
64,27.075504302978516,2.2003073692321777,0.053845494985580444,39.9236946105957,2.5920512676239014,0.0693635493516922,63.58671951293945,3.311779260635376,0.08972781151533127
65,22.246896743774414,3.026278495788574,0.05666714906692505,24.185766220092773,3.1215691566467285,0.06062159314751625,26.264368057250977,3.233336925506592,0.06407637149095535
66,5.37170934677124,1.4244253635406494,0.02260495349764824,5.38737154006958,1.4574373960494995,0.02307334542274475,5.875677108764648,1.574578881263733,0.024780888110399246
67,15.04822063446045,1.7619580030441284,0.038029056042432785,20.95450782775879,1.9354922771453857,0.0456751212477684,25.07501983642578,2.1553597450256348,0.052833445370197296
68,24.544147491455078,2.3296992778778076,0.0589226670563221,41.006134033203125,2.8795340061187744,0.08033011108636856,58.07035446166992,3.48337984085083,0.09962441772222519
69,49.58420944213867,3.8469231128692627,0.09628061950206757,68.88040924072266,4.617707252502441,0.11787033826112747,101.23236846923828,5.7505340576171875,0.14542768895626068
70,17.54216957092285,2.0778164863586426,0.054213996976614,30.414953231811523,2.5068013668060303,0.07278048247098923,45.0948486328125,3.0375306606292725,0.08898349851369858
71,15.606123924255371,2.1654508113861084,0.03983937203884125,22.66104507446289,2.5258378982543945,0.047848187386989594,28.392322540283203,2.9085803031921387,0.05480197072029114
72,38.296539306640625,4.211391448974609,0.092405766248703,52.61328887939453,4.860401153564453,0.10961288958787918,75.18287658691406,5.662208557128906,0.12926746904850006
73,39.06396484375,4.0027289390563965,0.10692138224840164,55.44466781616211,4.743438720703125,0.12481965124607086,77.44271087646484,5.64194917678833,0.1438235491514206
74,15.706643104553223,1.9656920433044434,0.04177044704556465,22.287315368652344,2.27937388420105,0.04889553785324097,34.4005241394043,2.8136284351348877,0.06035390868782997
75,34.761070251464844,3.576981544494629,0.1032600924372673,49.96731948852539,4.359672546386719,0.1267423927783966,73.701904296875,5.4652791023254395,0.15712428092956543
76,40.40055465698242,4.1275835037231445,0.11192778497934341,54.04880142211914,4.799546718597412,0.1306149959564209,78.59092712402344,5.8878960609436035,0.15874451398849487
77,40.22242736816406,3.2792797088623047,0.10930494964122772,75.94210815429688,4.284631252288818,0.15246938169002533,149.34861755371094,6.07520055770874,0.24395033717155457
78,19.182880401611328,2.4158811569213867,0.04935549572110176,24.601680755615234,2.6628198623657227,0.054534997791051865,38.748085021972656,3.08223032951355,0.06193625554442406
